location_id,name,order,postgame_only
kanto_route_23_area,Road 23,9999,false
unova_route_23_area,Road 23,9999,false
sinnoh_sea_route_230_area,Road 230,9999,false
kanto_route_24_area,Road 24,9999,false
kanto_route_25_area,Road 25,9999,false
kanto_route_26_area,Road 26,9999,false
kanto_route_27_area,Road 27,9999,false
kanto_route_28_area,Road 28,9999,false
johto_route_29_area,Road 29,9999,false
kanto_route_3_area,Road 3,9999,false
kalos_route_3_area,Road 3,9999,false
unova_route_3_area,Road 3,9999,false
johto_route_30_area,Road 30,9999,false
johto_route_31_area,Road 31,9999,false
johto_route_32_area,Road 32,9999,false
johto_route_33_area,Road 33,9999,false
johto_route_34_area,Road 34,9999,false
johto_route_35_area,Road 35,9999,false
johto_route_36_area,Road 36,9999,false
johto_route_37_area,Road 37,9999,false
johto_route_38_area,Road 38,9999,false
johto_route_39_area,Road 39,9999,false
kanto_route_4_area,Road 4,9999,false
unova_route_4_area,Road 4,9999,false
kalos_route_4_area,Road 4,9999,false
johto_sea_route_40_area,Road 40,9999,false
johto_sea_route_41_area,Road 41,9999,false
johto_route_42_area,Road 42,9999,false
johto_route_43_area,Road 43,9999,false
johto_route_44_area,Road 44,9999,false
johto_route_45_area,Road 45,9999,false
johto_route_46_area,Road 46,9999,false
johto_route_47_area,Road 47,9999,false
johto_route_47_cave_gate,Road 47 (cave gate),9999,false
johto_route_47_inside_cave,Road 47 (inside cave),9999,false
johto_route_48_area,Road 48,9999,false
kanto_route_5_area,Road 5,9999,false
kalos_route_5_area,Road 5,9999,false
kanto_route_6_area,Road 6,9999,false
kalos_route_6_area,Road 6,9999,false
unova_route_6_area,Road 6,9999,false
kanto_route_7_area,Road 7,9999,false
kalos_route_7_area,Road 7,9999,false
unova_route_7_area,Road 7,9999,false
kanto_route_8_area,Road 8,9999,false
kalos_route_8_area,Road 8,9999,false
unova_route_8_area,Road 8,9999,false
kanto_route_9_area,Road 9,9999,false
unova_route_9_area,Road 9,9999,false
roaming_hoenn_area,Roaming Hoenn,9999,false
roaming_kalos_area,Roaming Kalos,9999,false
roaming_kanto_area,Roaming Kanto,9999,false
roaming_sinnoh_area,Roaming Sinnoh,9999,false
pokespot_rock,Rock Pokespot ,9999,false
rock_tunnel_1f,Rock Tunnel (1F),9999,false
rock_tunnel_b1f,Rock Tunnel (B1F),9999,false
rock_tunnel_b2f,Rock Tunnel (B2F),9999,false
rocky_mountain_room_area,Rocky Mountain Room,9999,false
thrifty_megamart,Royal Avenue,9999,false
ruin_maniac_cave_0_9_different_unown_caught,Ruin Maniac Cave (0–9 different Unown caught),9999,false
ruin_maniac_cave_10_25_different_unown_caught,Ruin Maniac Cave (10–25 different Unown caught),9999,false
ruin_valley_area,Ruin Valley,9999,false
ruins_of_alph_interior_a,Ruins of Alph (interior A),9999,false
ruins_of_alph_interior_b,Ruins of Alph (interior B),9999,false
ruins_of_alph_interior_c,Ruins of Alph (interior C),9999,false
ruins_of_alph_interior_d,Ruins of Alph (interior D),9999,false
ruins_of_alph_outside,Ruins of Alph (outside),9999,false
rustboro_city_area,Rustboro City,9999,false
rusturf_tunnel_area,Rusturf Tunnel,9999,false
ss_anne_area,S.S. Anne,9999,false
vermilion_city_ss_anne_dock,S.S. Anne dock,9999,false
kanto_safari_zone_area_1_east,"Safari Zone (Area 1, east)",9999,false
kanto_safari_zone_area_2_north,"Safari Zone (Area 2, north)",9999,false
kanto_safari_zone_area_3_west,"Safari Zone (Area 3, west)",9999,false
hoenn_safari_zone_neacro_bike_area,Safari Zone (NE/acro bike area),9999,false
hoenn_safari_zone_nwmach_bike_area,Safari Zone (NW/mach bike area),9999,false
hoenn_safari_zone_se,Safari Zone (SE),9999,false
hoenn_safari_zone_sw,Safari Zone (SW),9999,false
hoenn_safari_zone_expansion_north,Safari Zone (expansion north),9999,false
hoenn_safari_zone_expansion_south,Safari Zone (expansion south),9999,false
kanto_safari_zone_middle,Safari Zone (middle),9999,false
johto_safari_zone_zone_desert,Safari Zone Desert,9999,false
johto_safari_zone_zone_forest,Safari Zone Forest,9999,false
johto_safari_zone_zone_marshland,Safari Zone Marshland,9999,false
johto_safari_zone_zone_meadow,Safari Zone Meadow,9999,false
johto_safari_zone_zone_mountain,Safari Zone Mountain,9999,false
johto_safari_zone_zone_peak,Safari Zone Peak,9999,false
johto_safari_zone_zone_plains,Safari Zone Plains,9999,false
johto_safari_zone_zone_rocky_beach,Safari Zone Rocky Beach,9999,false
johto_safari_zone_zone_savannah,Safari Zone Savannah,9999,false
johto_safari_zone_zone_swamp,Safari Zone Swamp,9999,false
johto_safari_zone_zone_wasteland,Safari Zone Wasteland,9999,false
johto_safari_zone_zone_wetland,Safari Zone Wetland,9999,false
sandy_cave,Sandy Cave,9999,false
santalune_forest_area,Santalune Forest,9999,false
scorched_slab_b1f,Scorched Slab (B1F),9999,false
scorched_slab_b2f,Scorched Slab (B2F),9999,false
scorched_slab_b3f,Scorched Slab (B3F),9999,false
scufib_chamber_area,Scufib Chamber,9999,false
sea_mauville_inside,Sea Mauville (Inside),9999,false
seafloor_cavern_area,Seafloor Cavern,9999,false
seafoam_islands_1f,Seafoam Islands (1F),9999,false
seafoam_islands_b1f,Seafoam Islands (B1F),9999,false
seafoam_islands_b2f,Seafoam Islands (B2F),9999,false
seafoam_islands_b3f,Seafoam Islands (B3F),9999,false
seafoam_islands_b4f,Seafoam Islands (B4F),9999,false
seaside_cave_1f,Seaside Cave (1F),9999,false
seaside_cave_b1f,Seaside Cave (B1F),9999,false
sendoff_spring_area,Sendoff Spring,9999,false
sevault_canyon_area,Sevault Canyon,9999,false
shadow_pokemon_lab_bf1,Shadow Pokémon Lab B1F,9999,false
shadow_pokemon_lab_bf2,Shadow Pokémon Lab B2F,9999,false
shalour_city_area,Shalour City,9999,false
shoal_cave_high_tide,Shoal Cave,9999,false
shoal_cave_b1f,Shoal Cave (B1F),9999,false
saffron_city_silph_co,Silph Co.,9999,false
saffron_city_silph_co_7f,Silph Co. 7F,9999,false
sinnoh_pokemon_league_area,Sinnoh League,9999,false
sky_pillar_1f,Sky Pillar (1F),9999,false
sky_pillar_3f,Sky Pillar (3F),9999,false
sky_pillar_5f,Sky Pillar (5F),9999,false
sky_pillar_apex,Sky Pillar Apex,9999,false
slateport_city_area,Slateport City,9999,false
slowpoke_well_1f,Slowpoke Well (1F),9999,false
slowpoke_well_b1f,Slowpoke Well (B1F),9999,false
snagem_hideout_1f,Snagem Hideout 1F,9999,false
snagem_hideout_2f,Snagem Hideout 2F,9999,false
snowpoint_temple_1f,Snowpoint Temple (1F),9999,false
snowpoint_temple_b1f,Snowpoint Temple (B1F),9999,false
snowpoint_temple_b2f,Snowpoint Temple (B2F),9999,false
snowpoint_temple_b3f,Snowpoint Temple (B3F),9999,false
snowpoint_temple_b4f,Snowpoint Temple (B4F),9999,false
snowpoint_temple_b5f,Snowpoint Temple (B5F),9999,false
solaceon_ruins_1f,Solaceon Ruins (1F),9999,false
solaceon_ruins_2f,Solaceon Ruins (2F),9999,false
solaceon_ruins_b1f_a,Solaceon Ruins (B1F A),9999,false
solaceon_ruins_b1f_b,Solaceon Ruins (B1F B),9999,false
solaceon_ruins_b1f_c,Solaceon Ruins (B1F C),9999,false
solaceon_ruins_b2f_a,Solaceon Ruins (B2F A),9999,false
solaceon_ruins_b2f_b,Solaceon Ruins (B2F B),9999,false
solaceon_ruins_b2f_c,Solaceon Ruins (B2F C),9999,false
solaceon_ruins_b3f_a,Solaceon Ruins (B3F A),9999,false
solaceon_ruins_b3f_b,Solaceon Ruins (B3F B),9999,false
solaceon_ruins_b3f_c,Solaceon Ruins (B3F C),9999,false
solaceon_ruins_b3f_d,Solaceon Ruins (B3F D),9999,false
solaceon_ruins_b3f_e,Solaceon Ruins (B3F E),9999,false
solaceon_ruins_b4f_a,Solaceon Ruins (B4F A),9999,false
solaceon_ruins_b4f_b,Solaceon Ruins (B4F B),9999,false
solaceon_ruins_b4f_c,Solaceon Ruins (B4F C),9999,false
solaceon_ruins_b4f_d,Solaceon Ruins (B4F D),9999,false
solaceon_ruins_b5f,Solaceon Ruins (B5F),9999,false
sootopolis_city_area,Sootopolis City,9999,false
southern_island_area,Southern Island,9999,false
sprout_tower_2f,Sprout Tower (2F),9999,false
sprout_tower_3f,Sprout Tower (3F),9999,false
stark_mountain_entrance,Stark Mountain entrance,9999,false
stark_mountain_area,Stark Mountain exterior,9999,false
stark_mountain_inside,Stark Mountain main cavern,9999,false
strange_house_1f,Strange House (1F),9999,false
strange_house_b1f,Strange House (B1F),9999,false
striaton_city_area,Striaton City,9999,false
sunyshore_city_area,Sunyshore City,9999,false
tanoby_ruins_area,Tanoby Ruins,9999,false
team_rocket_hq_area,Team Rocket HQ,9999,false
team_rockets_castle,Team Rocket's Castle,9999,false
terminus_cave_1f,Terminus Cave (unknown area 343),9999,false
terminus_cave_b1f_left,Terminus Cave (unknown area 344),9999,false
terminus_cave_b1f_right,Terminus Cave (unknown area 345),9999,false
terminus_cave_b2f,Terminus Cave (unknown area 347),9999,false
terminus_cave_zygardes_chamber,Terminus Cave (unknown area 348),9999,false
terra_cave_area,Terra Cave,9999,false
the_under_area,The Under,9999,false
the_under_deep_colosseum,The Under (Deep Colosseum),9999,false
the_under_subway,The Under (Subway),9999,false
the_under_tv_studio,The Under (TV Studio),9999,false
three_isle_port_area,Three Isle Port,9999,false
tohjo_falls_area,Tohjo Falls,9999,false
trainer_tower_area,Trainer Tower,9999,false
trainers_school_area,Trainers' School,9999,false
treasure_beach_area,Treasure Beach,9999,false
trophy_garden_area,Trophy Garden,9999,false
turnback_cave_after_pillar_3,Turnback Cave (after pillar 3),9999,false
turnback_cave_before_pillar_1,Turnback Cave (before pillar 1),9999,false
turnback_cave_between_pillars_1_and_2,Turnback Cave (between pillars 1 and 2),9999,false
turnback_cave_between_pillars_2_and_3,Turnback Cave (between pillars 2 and 3),9999,false
turnback_cave_pillar_1,Turnback Cave (pillar 1),9999,false
turnback_cave_pillar_2,Turnback Cave (pillar 2),9999,false
turnback_cave_pillar_3,Turnback Cave (pillar 3),9999,false
twinleaf_town_area,Twinleaf Town,9999,false
twist_mountain_b1f_3f,Twist Mountain,9999,false
ultra_space_wilds,Ultra Space Wilds,9999,false
ultra_space_ultra_space_wilds_cave,Ultra Space Wilds Cave World,9999,false
ultra_space_ultra_space_wilds_cliff,Ultra Space Wilds Cliff World,9999,false
ultra_space_ultra_space_wilds_rocky,Ultra Space Wilds Rocky World,9999,false
ultra_space_ultra_space_wilds_water,Ultra Space Wilds Water World,9999,false
undella_bay_area,Undella Bay,9999,false
undella_town_area,Undella Town,9999,false
underground_ruins_area,Underground Ruins,9999,false
union_cave_1f,Union Cave (1F),9999,false
union_cave_b1f,Union Cave (B1F),9999,false
union_cave_b2f,Union Cave (B2F),9999,false
unknown_all_poliwag_area,Unknown Area; all Poliwag,9999,false
unknown_all_rattata_area,Unknown Area; all Rattata,9999,false
unknown_all_bugs_area,Unknown Area; all bugs,9999,false
valley_windworks_area,Valley Windworks,9999,false
valor_lakefront_area,Valor Lakefront,9999,false
veilstone_city_area,Veilstone City,9999,false
verdant_cavern,Verdant Cavern,9999,false
vermilion_city_area,Vermilion City,9999,false
viapos_chamber_area,Viapos Chamber,9999,false
hoenn_victory_road_1f,Victory Road (1F),9999,false
sinnoh_victory_road_1f,Victory Road (1F),9999,false
sinnoh_victory_road_2f,Victory Road (2F),9999,false
hoenn_victory_road_b1f,Victory Road (B1F),9999,false
sinnoh_victory_road_b1f,Victory Road (B1F),9999,false
hoenn_victory_road_b2f,Victory Road (B2F),9999,false
sinnoh_victory_road_inside_b1f,Victory Road (inside B1F),9999,false
sinnoh_victory_road_inside_exit,Victory Road (inside exit),9999,false
sinnoh_victory_road_inside,Victory Road (inside),9999,false
kalos_victory_road_unknown_area_322,Victory Road (unknown area 322),9999,false
kalos_victory_road_unknown_area_324,Victory Road (unknown area 324),9999,false
kalos_victory_road_unknown_area_326,Victory Road (unknown area 326),9999,false
kalos_victory_road_outside,Victory Road (unknown area 327),9999,false
kalos_victory_road_unknown_area_328,Victory Road (unknown area 328),9999,false
unova_victory_road_unknown_area_53,Victory Road (unknown area 53),9999,false
unova_victory_road_1f_unknown_room,Victory Road (unknown area 58),9999,false
kanto_victory_road_1_1f,Victory Road 1 (1F),9999,false
kanto_victory_road_1_2f,Victory Road 1 (2F),9999,false
kanto_victory_road_1_3f,Victory Road 1 (3F),9999,false
kanto_victory_road_2_1f,Victory Road 2 (1F),9999,false
kanto_victory_road_2_2f,Victory Road 2 (2F),9999,false
kanto_victory_road_2_3f,Victory Road 2 (3F),9999,false
unova_victory_road_2_unknown_area_71,Victory Road 2 (unknown area 71),9999,false
unova_victory_road_2_unknown_area_72,Victory Road 2 (unknown area 72),9999,false
unova_victory_road_2_unknown_area_73,Victory Road 2 (unknown area 73),9999,false
unova_victory_road_2_unknown_area_74,Victory Road 2 (unknown area 74),9999,false
unova_victory_road_2_unknown_area_75,Victory Road 2 (unknown area 75),9999,false
unova_victory_road_2_unknown_area_77,Victory Road 2 (unknown area 77),9999,false
unova_victory_road_2_unknown_area_78,Victory Road 2 (unknown area 78),9999,false
unova_victory_road_2_unknown_area_79,Victory Road 2 (unknown area 79),9999,false
unova_victory_road_2_unknown_area_80,Victory Road 2 (unknown area 80),9999,false
village_bridge_area,Village Bridge,9999,false
violet_city_area,Violet City,9999,false
violet_city_poke_mart,Violet City (Poke Mart),9999,false
violet_city_pokemon_center,Violet City (Pokemon Center),9999,false
virbank_city_area,Virbank City,9999,false
virbank_complex_inner,Virbank Complex (inner),9999,false
virbank_complex_outer,Virbank Complex (outer),9999,false
viridian_city_area,Viridian City,9999,false
viridian_forest_area,Viridian Forest,9999,false
roaming_johto_area,Wandert durch Johto,9999,false
water_labyrinth_area,Water Labyrinth,9999,false
water_path_area,Water Path,9999,false
wayward_cave_1f,Wayward Cave (1F),9999,false
wayward_cave_b1f,Wayward Cave (B1F),9999,false
hoenn_route_119_weather_institute,Weather Institute (Road 119),9999,false
weepth_chamber_area,Weepth Chamber,9999,false
wellspring_cave_area,Wellspring Cave,9999,false
whirl_islands_1f,Whirl Islands (1F),9999,false
whirl_islands_b1f,Whirl Islands (B1F),9999,false
whirl_islands_b2f,Whirl Islands (B2F),9999,false
whirl_islands_b3f,Whirl Islands (B3F),9999,false
hoenn_pokecenter_area,hoenn pokecenter,9999,false
kanto_pokecenter_area,pokecenter,9999,false
brooklet_hill,せせらぎの丘,9999,false
unknown_dungeon,ななしの洞窟,9999,false
team_aqua_hideout,アクア団アジト,9999,false
akala_outskirts,アーカラ島はずれ,9999,false
ulaula_meadow,ウラウラの花園,9999,false
secluded_shore,ウラウラ裏海岸,9999,false
resolution_cave,エンドケイブ,9999,false
paniola_town,オハナタウン,9999,false
paniola_ranch,オハナ牧場,9999,false
tapu_village,カプの村,9999,false
heahea_city,カンタイシティ,9999,false
kalae_bay,カーラエ湾,9999,false
konikoni_city,コニコシティ,9999,false
lush_jungle,シェードジャングル,9999,false
ten_carat_hill,テンカラットヒル,9999,false
digletts_tunnel,ディグダトンネル,9999,false
exeggutor_island,ナッシー・アイランド,9999,false
haina_desert,ハイナ砂漠,9999,false
hauoli_cemetery,ハウオリ霊園,9999,false
hano_beach,ハノハノビーチ,9999,false
mount_hokulani,ホクラニ岳,9999,false
blush_mountain,ホテリ山,9999,false
poni_wilds,ポニの原野,9999,false
ancient_poni_path,ポニの古道,9999,false
vast_poni_canyon,ポニの大峡谷,9999,false
poni_plains,ポニの広野,9999,false
poni_grove,ポニの樹林,9999,false
poni_meadow,ポニの花園,9999,false
poni_breaker_coast,ポニの荒磯,9999,false
poni_gauntlet,ポニの険路,9999,false
team_magma_hideout,マグマ団アジト,9999,false
malie_garden,マリエ庭園,9999,false
memorial_hill,メモリアルヒル,9999,false
melemele_meadow,メレメレの花園,9999,false
melemele_sea,メレメレ海,9999,false
mount_lanakila,ラナキラマウンテン,9999,false
royal_avenue,ロイヤルアベニュー,9999,false
wela_volcano_park,ヴェラ火山公園,9999,false
trackless_forest,未開の森,9999,false
shoal_cave,浅瀬の洞穴,9999,false
seafolk_village,海の民の村,9999,false
sea_spirits_den,海神の穴,9999,false
seaward_cave,海繋ぎの洞穴,9999,false
alola_route_1,１番道路,9999,false
alola_route_10,１０番道路,9999,false
hoenn_route_104,１０４番道路,9999,false
alola_route_11,１１番道路,9999,false
alola_route_12,１２番道路,9999,false
alola_route_13,１３番道路,9999,false
alola_route_14,１４番道路,9999,false
alola_route_15,１５番水道,9999,false
alola_route_16,１６番道路,9999,false
alola_route_17,１７番道路,9999,false
alola_route_2,２番道路,9999,false
alola_route_3,３番道路,9999,false
alola_route_4,４番道路,9999,false
alola_route_5,５番道路,9999,false
alola_route_6,６番道路,9999,false
alola_route_7,７番道路,9999,false
alola_route_8,８番道路,9999,false
alola_route_9,９番道路,9999,false
