pokemon_id,sort_order,level,move
134,20,1,tackle
134,30,1,tail whip
134,110,1,helping hand
134,10,8,sand attack
134,50,16,water gun
134,80,23,quick attack
134,40,30,bite
134,70,36,aurora beam
134,90,42,haze
134,100,47,acid armor
134,60,52,hydro pump
135,30,1,tackle
135,40,1,tail whip
135,110,1,helping hand
135,20,8,sand attack
135,60,16,thunder shock
135,100,23,quick attack
135,10,30,double kick
135,50,36,pin missile
135,70,42,thunder wave
135,90,47,agility
135,80,52,thunder
136,20,1,tackle
136,30,1,tail whip
136,110,1,helping hand
136,10,8,sand attack
136,60,16,ember
136,90,23,quick attack
136,50,30,bite
136,80,36,fire spin
136,100,42,smog
136,40,47,leer
136,70,52,flamethrower
137,10,1,tackle
137,60,1,conversion
137,80,1,conversion 2
137,30,9,agility
137,20,12,psybeam
137,40,20,recover
137,50,24,sharpen
137,100,32,lock on
137,70,36,tri attack
137,110,44,recycle
137,90,48,zap cannon
138,50,1,withdraw
138,60,1,constrict
138,20,13,bite
138,30,19,water gun
138,100,25,mud shot
138,10,31,leer
138,70,37,protect
138,90,43,tickle
138,80,49,ancient power
138,40,55,hydro pump
139,20,1,bite
139,40,1,water gun
139,70,1,withdraw
139,90,1,constrict
139,30,13,bite
139,50,19,water gun
139,130,25,mud shot
139,10,31,leer
139,100,37,protect
139,80,40,spike cannon
139,120,46,tickle
139,110,55,ancient power
139,60,65,hydro pump
140,10,1,scratch
140,60,1,harden
140,40,13,absorb
140,30,19,leer
140,100,25,mud shot
140,20,31,sand attack
140,70,37,endure
140,90,43,metal sound
140,50,49,mega drain
140,80,55,ancient power
141,10,1,scratch
141,30,1,leer
141,50,1,absorb
141,80,1,harden
141,110,1,fury cutter
141,60,13,absorb
141,40,19,leer
141,140,25,mud shot
141,20,31,sand attack
141,100,37,endure
141,90,40,slash
141,130,46,metal sound
141,70,55,mega drain
141,120,65,ancient power
142,10,1,wing attack
142,60,8,agility
142,30,15,bite
142,40,22,supersonic
142,80,29,ancient power
142,70,36,scary face
142,20,43,take down
142,50,50,hyper beam
143,20,1,tackle
143,60,5,amnesia
143,50,9,defense curl
143,90,13,belly drum
143,10,17,headbutt
143,120,21,yawn
143,70,25,rest
143,80,29,snore
143,30,33,body slam
143,110,37,sleep talk
143,130,41,block
143,140,45,covet
143,100,49,rollout
143,40,53,hyper beam
144,10,1,gust
144,80,1,powder snow
144,20,13,mist
144,50,25,agility
144,70,37,mind reader
144,30,49,ice beam
144,60,61,reflect
144,40,73,blizzard
144,90,85,sheer cold
145,10,1,peck
145,30,1,thunder shock
145,40,13,thunder wave
145,60,25,agility
145,80,37,detect
145,20,49,drill peck
145,90,61,charge
145,70,73,light screen
145,50,85,thunder
146,10,1,wing attack
146,20,1,ember
146,40,13,fire spin
146,50,25,agility
146,70,37,endure
146,30,49,flamethrower
146,80,61,safeguard
146,90,73,heat wave
146,60,85,sky attack
147,20,1,wrap
147,30,1,leer
147,60,8,thunder wave
147,100,15,twister
147,50,22,dragon rage
147,10,29,slam
147,70,36,agility
147,90,43,safeguard
147,80,50,outrage
147,40,57,hyper beam
148,20,1,wrap
148,30,1,leer
148,60,1,thunder wave
148,110,1,twister
148,70,8,thunder wave
148,120,15,twister
148,50,22,dragon rage
148,10,29,slam
148,80,38,agility
148,100,47,safeguard
148,90,56,outrage
148,40,65,hyper beam
149,30,1,wrap
149,40,1,leer
149,70,1,thunder wave
149,120,1,twister
149,80,8,thunder wave
149,130,15,twister
149,60,22,dragon rage
149,20,29,slam
149,90,38,agility
149,110,47,safeguard
149,10,55,wing attack
149,100,61,outrage
149,50,75,hyper beam
150,10,1,disable
150,30,1,confusion
150,60,11,barrier
150,20,22,mist
150,70,33,swift
150,50,44,recover
150,90,55,safeguard
150,40,66,psychic
150,100,77,psych up
150,110,88,future sight
150,80,99,amnesia
151,10,1,pound
151,50,10,transform
151,20,20,mega punch
151,40,30,metronome
151,30,40,psychic
151,60,50,ancient power
152,10,1,tackle
152,30,1,growl
152,40,8,razor leaf
152,80,12,reflect
152,60,15,poison powder
152,100,22,synthesis
152,20,29,body slam
152,70,36,light screen
152,90,43,safeguard
152,50,50,solar beam
153,10,1,tackle
153,30,1,growl
153,40,1,razor leaf
153,90,1,reflect
153,50,8,razor leaf
153,100,12,reflect
153,70,15,poison powder
153,120,23,synthesis
153,20,31,body slam
153,80,39,light screen
153,110,47,safeguard
153,60,55,solar beam
154,10,1,tackle
154,30,1,growl
154,40,1,razor leaf
154,90,1,reflect
154,50,8,razor leaf
154,100,12,reflect
154,70,15,poison powder
154,120,23,synthesis
154,20,31,body slam
154,80,41,light screen
154,110,51,safeguard
154,60,61,solar beam
155,10,1,tackle
155,20,1,leer
155,60,6,smokescreen
155,30,12,ember
155,50,19,quick attack
155,80,27,flame wheel
155,70,36,swift
155,40,46,flamethrower
156,10,1,tackle
156,20,1,leer
156,60,1,smokescreen
156,70,6,smokescreen
156,30,12,ember
156,50,21,quick attack
156,90,31,flame wheel
156,80,42,swift
156,40,54,flamethrower
157,10,1,tackle
157,20,1,leer
157,30,1,ember
157,70,1,smokescreen
157,80,6,smokescreen
157,40,12,ember
157,60,21,quick attack
157,100,31,flame wheel
157,90,45,swift
157,50,60,flamethrower
158,10,1,scratch
158,20,1,leer
158,60,7,rage
158,40,13,water gun
158,30,20,bite
158,90,27,scary face
158,80,35,slash
158,70,43,screech
158,50,52,hydro pump
159,10,1,scratch
159,20,1,leer
159,60,1,rage
159,70,7,rage
159,40,13,water gun
159,30,21,bite
159,100,28,scary face
159,90,37,slash
159,80,45,screech
159,50,55,hydro pump
160,10,1,scratch
160,20,1,leer
160,40,1,water gun
160,70,1,rage
160,80,7,rage
160,50,13,water gun
160,30,21,bite
160,110,28,scary face
160,100,38,slash
160,90,47,screech
160,60,58,hydro pump
161,10,1,scratch
161,40,4,defense curl
161,30,7,quick attack
161,60,12,fury swipes
161,90,17,helping hand
161,20,24,slam
161,80,31,follow me
161,70,40,rest
161,50,49,amnesia
162,10,1,scratch
162,30,1,quick attack
162,50,1,defense curl
162,60,4,defense curl
162,40,7,quick attack
162,80,12,fury swipes
162,110,19,helping hand
162,20,28,slam
162,100,37,follow me
162,90,48,rest
162,70,59,amnesia
163,10,1,tackle
163,30,1,growl
163,90,6,foresight
163,40,11,peck
163,60,16,hypnosis
163,70,22,reflect
163,20,28,take down
163,50,34,confusion
163,80,48,dream eater
164,10,1,tackle
164,30,1,growl
164,40,1,peck
164,100,1,foresight
164,110,6,foresight
164,50,11,peck
164,70,16,hypnosis
164,80,25,reflect
164,20,33,take down
164,60,41,confusion
164,90,57,dream eater
165,20,1,tackle
165,40,8,supersonic
165,10,15,comet punch
165,60,22,light screen
165,70,22,reflect
165,90,22,safeguard
165,100,29,baton pass
165,80,36,swift
165,50,43,agility
165,30,50,double edge
166,20,1,tackle
166,40,1,supersonic
166,50,8,supersonic
166,10,15,comet punch
166,70,24,light screen
166,80,24,reflect
166,100,24,safeguard
166,110,33,baton pass
166,90,42,swift
166,60,51,agility
166,30,60,double edge
167,10,1,poison sting
167,20,1,string shot
167,100,6,scary face
167,60,11,constrict
167,50,17,night shade
167,70,23,leech life
167,80,30,fury swipes
167,90,37,spider web
167,40,45,agility
167,30,53,psychic
168,10,1,poison sting
168,20,1,string shot
168,60,1,constrict
168,110,1,scary face
168,120,6,scary face
168,70,11,constrict
168,50,17,night shade
168,80,25,leech life
168,90,34,fury swipes
168,100,43,spider web
168,40,53,agility
168,30,63,psychic
169,30,1,supersonic
169,50,1,screech
169,80,1,leech life
169,110,1,astonish
169,120,6,astonish
169,40,11,supersonic
169,20,16,bite
169,10,21,wing attack
169,60,28,confuse ray
169,130,35,air cutter
169,90,42,mean look
169,100,49,poison fang
169,70,56,haze
170,50,1,thunder wave
170,70,1,bubble
170,20,5,supersonic
170,80,13,flail
170,30,17,water gun
170,90,25,spark
170,60,29,confuse ray
170,10,37,take down
170,40,41,hydro pump
170,100,49,charge
171,20,1,supersonic
171,60,1,thunder wave
171,80,1,bubble
171,30,5,supersonic
171,90,13,flail
171,40,17,water gun
171,100,25,spark
171,70,32,confuse ray
171,10,43,take down
171,50,50,hydro pump
171,110,61,charge
172,20,1,thunder shock
172,50,1,charm
172,10,6,tail whip
172,30,8,thunder wave
172,40,11,sweet kiss
173,10,1,pound
173,40,1,charm
173,50,4,encore
173,20,8,sing
173,30,13,sweet kiss
173,60,17,magical leaf
174,20,1,sing
174,50,1,charm
174,30,4,defense curl
174,10,9,pound
174,40,14,sweet kiss
175,20,1,growl
175,50,1,charm
175,30,4,metronome
175,40,9,sweet kiss
175,120,13,yawn
175,80,17,encore
175,90,21,ancient power
175,100,25,follow me
175,110,29,wish
175,60,33,safeguard
175,10,37,double edge
175,70,41,baton pass
176,20,1,growl
176,30,1,metronome
176,50,1,sweet kiss
176,70,1,charm
176,150,1,magical leaf
176,40,4,metronome
176,60,9,sweet kiss
176,140,13,yawn
176,100,17,encore
176,110,21,ancient power
176,120,25,follow me
176,130,29,wish
176,80,33,safeguard
176,10,37,double edge
176,90,41,baton pass
177,10,1,leer
177,20,1,peck
177,50,10,night shade
177,40,20,teleport
177,70,30,future sight
177,80,30,wish
177,60,40,confuse ray
177,30,50,psychic
178,10,1,leer
178,20,1,peck
178,50,10,night shade
178,40,20,teleport
178,70,35,future sight
178,80,35,wish
178,60,50,confuse ray
178,30,65,psychic
179,10,1,tackle
179,20,1,growl
179,30,9,thunder shock
179,40,16,thunder wave
179,70,23,cotton spore
179,60,30,light screen
179,50,37,thunder
180,10,1,tackle
180,20,1,growl
180,30,1,thunder shock
180,40,9,thunder shock
180,50,18,thunder wave
180,80,27,cotton spore
180,70,36,light screen
180,60,45,thunder
181,20,1,tackle
181,30,1,growl
181,40,1,thunder shock
181,60,1,thunder wave
181,50,9,thunder shock
181,70,18,thunder wave
181,100,27,cotton spore
181,10,30,thunder punch
181,90,42,light screen
181,80,57,thunder
182,10,1,absorb
182,30,1,stun spore
182,50,1,sweet scent
182,60,1,magical leaf
182,40,44,petal dance
182,20,55,solar beam
183,10,1,tackle
183,70,3,defense curl
183,30,6,tail whip
183,40,10,water gun
183,80,15,rollout
183,60,21,bubble beam
183,20,28,double edge
183,90,36,rain dance
183,50,45,hydro pump
184,10,1,tackle
184,30,1,tail whip
184,50,1,water gun
184,90,1,defense curl
184,100,3,defense curl
184,40,6,tail whip
184,60,10,water gun
184,110,15,rollout
184,80,24,bubble beam
184,20,34,double edge
184,120,45,rain dance
184,70,57,hydro pump
185,40,1,rock throw
185,50,1,mimic
185,70,9,flail
185,30,17,low kick
185,60,25,rock slide
185,90,33,block
185,80,41,feint attack
185,10,49,slam
185,20,57,double edge
186,10,1,double slap
186,20,1,water gun
186,30,1,hypnosis
186,40,1,perish song
186,50,35,perish song
186,60,51,swagger
187,80,1,splash
187,20,5,tail whip
187,100,5,synthesis
187,10,10,tackle
187,50,13,poison powder
187,60,15,stun spore
187,70,17,sleep powder
187,40,20,leech seed
187,90,25,cotton spore
187,30,30,mega drain
188,10,1,tackle
188,30,1,tail whip
188,100,1,splash
188,120,1,synthesis
188,40,5,tail whip
188,130,5,synthesis
188,20,10,tackle
188,70,13,poison powder
188,80,15,stun spore
188,90,17,sleep powder
188,60,22,leech seed
188,110,29,cotton spore
188,50,36,mega drain
189,10,1,tackle
189,30,1,tail whip
189,100,1,splash
189,120,1,synthesis
189,40,5,tail whip
189,130,5,synthesis
189,20,10,tackle
189,70,13,poison powder
189,80,15,stun spore
189,90,17,sleep powder
189,60,22,leech seed
189,110,33,cotton spore
189,50,44,mega drain
190,10,1,scratch
190,30,1,tail whip
190,20,6,sand attack
190,90,13,astonish
190,80,18,baton pass
190,100,25,tickle
190,70,31,fury swipes
190,60,38,swift
190,50,43,screech
190,40,50,agility
191,10,1,absorb
191,30,6,growth
191,20,13,mega drain
191,70,18,ingrain
191,80,25,endeavor
191,60,30,sunny day
191,50,37,synthesis
191,40,42,giga drain
192,10,1,pound
192,20,1,absorb
192,30,6,growth
192,40,13,razor leaf
192,80,18,ingrain
192,90,25,bullet seed
192,70,30,sunny day
192,60,37,petal dance
192,50,42,solar beam
193,20,1,tackle
193,90,1,foresight
193,60,6,quick attack
193,80,12,double team
193,40,17,sonic boom
193,50,23,hypnosis
193,100,28,detect
193,110,34,uproar
193,10,39,wing attack
193,30,45,supersonic
193,70,50,screech
194,20,1,tail whip
194,40,1,water gun
194,10,11,slam
194,100,16,mud shot
194,70,21,amnesia
194,90,31,yawn
194,50,36,earthquake
194,80,41,rain dance
194,30,51,mist
194,60,51,haze
195,20,1,tail whip
195,40,1,water gun
195,10,11,slam
195,100,16,mud shot
195,70,23,amnesia
195,90,35,yawn
195,50,42,earthquake
195,80,49,rain dance
195,30,61,mist
195,60,61,haze
196,20,1,tackle
196,30,1,tail whip
196,110,1,helping hand
196,10,8,sand attack
196,50,16,confusion
196,70,23,quick attack
196,80,30,swift
196,40,36,psybeam
196,100,42,psych up
196,60,47,psychic
196,90,52,morning sun
197,20,1,tackle
197,30,1,tail whip
197,110,1,helping hand
197,10,8,sand attack
197,90,16,pursuit
197,40,23,quick attack
197,60,30,confuse ray
197,70,36,feint attack
197,80,42,mean look
197,50,47,screech
197,100,52,moonlight
198,10,1,peck
198,80,9,astonish
198,60,14,pursuit
198,30,22,haze
198,20,27,night shade
198,40,35,feint attack
198,70,40,taunt
198,50,48,mean look
199,20,1,tackle
199,80,1,curse
199,110,1,yawn
199,30,6,growl
199,50,13,water gun
199,60,17,confusion
199,40,24,disable
199,10,29,headbutt
199,90,36,swagger
199,70,40,psychic
199,100,47,psych up
200,10,1,growl
200,40,1,psywave
200,50,6,spite
200,100,11,astonish
200,30,17,confuse ray
200,70,23,mean look
200,20,30,psybeam
200,80,37,pain split
200,60,45,perish song
200,90,53,grudge
201,10,1,hidden power
202,10,1,counter
202,20,1,destiny bond
202,30,1,safeguard
202,40,1,mirror coat
203,20,1,tackle
203,30,1,growl
203,90,7,astonish
203,50,13,confusion
203,10,19,stomp
203,100,25,odor sleuth
203,60,31,agility
203,70,37,baton pass
203,40,43,psybeam
203,80,49,crunch
204,10,1,tackle
204,70,1,protect
204,50,8,self destruct
204,20,15,take down
204,90,22,rapid spin
204,40,29,bide
204,60,36,explosion
204,80,43,spikes
204,30,50,double edge
205,10,1,tackle
205,50,1,self destruct
205,80,1,protect
205,60,8,self destruct
205,20,15,take down
205,110,22,rapid spin
205,40,29,bide
205,100,31,zap cannon
205,70,39,explosion
205,90,49,spikes
205,30,59,double edge
206,20,1,rage
206,40,4,defense curl
206,100,11,yawn
206,50,14,glare
206,80,21,rollout
206,70,24,spite
206,90,31,pursuit
206,30,34,screech
206,10,41,take down
206,60,44,flail
206,110,51,endeavor
207,30,1,poison sting
207,20,6,sand attack
207,60,13,harden
207,40,20,quick attack
207,80,28,feint attack
207,70,36,slash
207,50,44,screech
207,10,52,guillotine
208,30,1,tackle
208,70,1,screech
208,10,8,bind
208,50,12,rock throw
208,80,19,harden
208,60,23,rage
208,100,30,dragon breath
208,90,34,sandstorm
208,20,41,slam
208,110,45,iron tail
208,120,52,crunch
208,40,56,double edge
209,10,1,tackle
209,80,1,scary face
209,30,4,tail whip
209,90,8,charm
209,40,13,bite
209,70,19,lick
209,50,26,roar
209,60,34,rage
209,20,43,take down
209,100,53,crunch
210,10,1,tackle
210,80,1,scary face
210,30,4,tail whip
210,90,8,charm
210,40,13,bite
210,70,19,lick
210,50,28,roar
210,60,38,rage
210,20,49,take down
210,100,61,crunch
211,10,1,tackle
211,30,1,poison sting
211,90,1,spikes
211,70,9,harden
211,80,9,minimize
211,50,13,water gun
211,40,21,pin missile
211,110,25,revenge
211,20,33,take down
211,60,37,hydro pump
211,100,45,destiny bond
212,20,1,leer
212,40,1,quick attack
212,50,6,focus energy
212,90,11,pursuit
212,70,16,false swipe
212,30,21,agility
212,100,26,metal claw
212,60,31,slash
212,10,36,swords dance
212,110,41,iron defense
212,80,46,fury cutter
213,20,1,withdraw
213,40,1,constrict
213,10,9,wrap
213,70,14,encore
213,60,23,safeguard
213,30,28,bide
213,50,37,rest
214,30,1,tackle
214,50,1,leer
214,10,6,horn attack
214,80,11,endure
214,20,17,fury attack
214,100,23,brick break
214,60,30,counter
214,40,37,take down
214,70,45,reversal
214,90,53,megahorn
215,10,1,scratch
215,20,1,leer
215,120,1,taunt
215,40,8,quick attack
215,50,15,screech
215,80,22,feint attack
215,60,29,fury swipes
215,30,36,agility
215,90,43,icy wind
215,70,50,slash
215,110,57,beat up
215,100,64,metal claw
216,10,1,scratch
216,30,1,leer
216,40,7,lick
216,50,13,fury swipes
216,100,19,fake tears
216,90,25,feint attack
216,60,31,rest
216,70,37,slash
216,80,43,snore
216,20,49,thrash
217,10,1,scratch
217,30,1,leer
217,40,1,lick
217,60,1,fury swipes
217,50,7,lick
217,70,13,fury swipes
217,120,19,fake tears
217,110,25,feint attack
217,80,31,rest
217,90,37,slash
217,100,43,snore
217,20,49,thrash
218,60,1,smog
218,90,1,yawn
218,20,8,ember
218,40,15,rock throw
218,50,22,harden
218,70,29,amnesia
218,30,36,flamethrower
218,80,43,rock slide
218,10,50,body slam
219,20,1,ember
219,50,1,rock throw
219,80,1,smog
219,110,1,yawn
219,30,8,ember
219,60,15,rock throw
219,70,22,harden
219,90,29,amnesia
219,40,36,flamethrower
219,100,48,rock slide
219,10,60,body slam
220,10,1,tackle
220,80,1,odor sleuth
220,60,10,powder snow
220,70,19,endure
220,20,28,take down
220,30,37,mist
220,40,46,blizzard
220,50,55,amnesia
221,10,1,horn attack
221,70,1,powder snow
221,90,1,endure
221,110,1,odor sleuth
221,80,10,powder snow
221,100,19,endure
221,30,28,take down
221,20,33,fury attack
221,40,42,mist
221,50,56,blizzard
221,60,70,amnesia
222,10,1,tackle
222,40,6,harden
222,60,12,bubble
222,30,17,recover
222,90,17,refresh
222,20,23,bubble beam
222,50,28,spike cannon
222,100,34,rock blast
222,70,39,mirror coat
222,80,45,ancient power
223,10,1,water gun
223,80,11,lock on
223,30,22,psybeam
223,40,22,bubble beam
223,50,22,aurora beam
223,70,33,focus energy
223,20,44,ice beam
223,60,55,hyper beam
224,10,1,water gun
224,80,11,constrict
224,30,22,psybeam
224,40,22,bubble beam
224,50,22,aurora beam
224,90,25,octazooka
224,70,38,focus energy
224,20,54,ice beam
224,60,70,hyper beam
225,10,1,present
226,20,1,tackle
226,80,1,bubble
226,40,8,supersonic
226,50,15,bubble beam
226,30,22,take down
226,60,29,agility
226,10,36,wing attack
226,90,43,water pulse
226,70,50,confuse ray
227,30,1,leer
227,40,1,peck
227,10,10,sand attack
227,60,13,swift
227,50,16,agility
227,20,26,fury attack
227,90,29,air cutter
227,80,32,steel wing
227,70,42,spikes
227,100,45,metal sound
228,10,1,leer
228,40,1,ember
228,100,7,howl
228,60,13,smog
228,30,19,roar
228,20,25,bite
228,90,31,odor sleuth
228,70,37,feint attack
228,50,43,flamethrower
228,80,49,crunch
229,10,1,leer
229,40,1,ember
229,100,1,howl
229,110,7,howl
229,60,13,smog
229,30,19,roar
229,20,27,bite
229,90,35,odor sleuth
229,70,43,feint attack
229,50,51,flamethrower
229,80,59,crunch
230,10,1,leer
230,30,1,water gun
230,70,1,smokescreen
230,90,1,bubble
230,80,8,smokescreen
230,20,15,leer
230,40,22,water gun
230,100,29,twister
230,60,40,agility
230,50,51,hydro pump
230,110,62,dragon dance
231,10,1,tackle
231,40,1,growl
231,90,1,odor sleuth
231,50,9,defense curl
231,60,17,flail
231,20,25,take down
231,80,33,rollout
231,70,41,endure
231,30,49,double edge
232,10,1,horn attack
232,30,1,growl
232,90,1,odor sleuth
232,50,9,defense curl
232,60,17,flail
232,20,25,fury attack
232,70,33,rollout
232,80,41,rapid spin
232,40,49,earthquake
233,10,1,tackle
233,60,1,conversion
233,80,1,conversion 2
233,30,9,agility
233,20,12,psybeam
233,40,20,recover
233,50,24,defense curl
233,100,32,lock on
233,70,36,tri attack
233,110,44,recycle
233,90,48,zap cannon
234,30,1,tackle
234,50,7,leer
234,90,11,astonish
234,60,17,hypnosis
234,10,21,stomp
234,20,27,sand attack
234,80,31,role play
234,40,37,take down
234,70,41,confuse ray
234,100,47,calm mind
235,10,1,sketch
235,20,11,sketch
235,30,21,sketch
235,40,31,sketch
235,50,41,sketch
235,60,51,sketch
235,70,61,sketch
235,80,71,sketch
235,90,81,sketch
235,100,91,sketch
236,10,1,tackle
237,10,1,rolling kick
237,100,1,revenge
237,50,7,focus energy
237,80,13,pursuit
237,40,19,quick attack
237,60,20,triple kick
237,90,25,rapid spin
237,20,31,counter
237,30,37,agility
237,70,43,detect
237,110,49,endeavor
238,10,1,pound
238,60,1,lick
238,80,9,sweet kiss
238,70,13,powder snow
238,40,21,confusion
238,20,25,sing
238,100,33,mean look
238,110,37,fake tears
238,50,45,psychic
238,90,49,perish song
238,30,57,blizzard
239,20,1,leer
239,50,1,quick attack
239,10,9,thunder punch
239,70,17,light screen
239,80,25,swift
239,60,33,screech
239,30,41,thunderbolt
239,40,49,thunder
240,30,1,ember
240,20,7,leer
240,70,13,smog
240,10,19,fire punch
240,50,25,smokescreen
240,90,31,sunny day
240,40,37,flamethrower
240,60,43,confuse ray
240,80,49,fire blast
241,20,1,tackle
241,40,4,growl
241,50,8,defense curl
241,10,13,stomp
241,80,19,milk drink
241,60,26,bide
241,70,34,rollout
241,30,43,body slam
241,90,53,heal bell
242,10,1,pound
242,50,1,growl
242,40,4,tail whip
242,120,7,refresh
242,110,10,soft boiled
242,20,13,double slap
242,70,18,minimize
242,60,23,sing
242,100,28,egg bomb
242,80,33,defense curl
242,90,40,light screen
242,30,47,double edge
243,10,1,leer
243,20,1,bite
243,40,11,thunder shock
243,30,21,roar
243,60,31,quick attack
243,80,41,spark
243,70,51,reflect
243,90,61,crunch
243,50,71,thunder
243,100,81,calm mind
244,20,1,leer
244,30,1,bite
244,50,11,ember
244,40,21,roar
244,70,31,fire spin
244,10,41,stomp
244,60,51,flamethrower
244,90,61,swagger
244,80,71,fire blast
244,100,81,calm mind
245,20,1,leer
245,30,1,bite
245,60,11,bubble beam
245,80,21,rain dance
245,10,31,gust
245,70,41,aurora beam
245,40,51,mist
245,90,61,mirror coat
245,50,71,hydro pump
245,100,81,calm mind
246,20,1,leer
246,30,1,bite
246,90,8,sandstorm
246,60,15,screech
246,70,22,rock slide
246,10,29,thrash
246,80,36,scary face
246,100,43,crunch
246,50,50,earthquake
246,40,57,hyper beam
247,20,1,leer
247,30,1,bite
247,60,1,screech
247,100,1,sandstorm
247,110,8,sandstorm
247,70,15,screech
247,80,22,rock slide
247,10,29,thrash
247,90,38,scary face
247,120,47,crunch
247,50,56,earthquake
247,40,65,hyper beam
248,20,1,leer
248,30,1,bite
248,60,1,screech
248,100,1,sandstorm
248,110,8,sandstorm
248,70,15,screech
248,80,22,rock slide
248,10,29,thrash
248,90,38,scary face
248,120,47,crunch
248,50,61,earthquake
248,40,75,hyper beam
249,20,1,whirlwind
249,70,11,safeguard
249,10,22,gust
249,40,33,recover
249,30,44,hydro pump
249,80,55,rain dance
249,50,66,swift
249,60,77,aeroblast
249,90,88,ancient power
249,100,99,future sight
250,20,1,whirlwind
250,60,11,safeguard
250,10,22,gust
250,30,33,recover
250,40,44,fire blast
250,80,55,sunny day
250,50,66,swift
250,70,77,sacred fire
250,90,88,ancient power
250,100,99,future sight
251,10,1,leech seed
251,20,1,confusion
251,30,1,recover
251,50,1,heal bell
251,60,10,safeguard
251,80,20,ancient power
251,90,30,future sight
251,70,40,baton pass
251,40,50,perish song
252,10,1,pound
252,30,1,leer
252,40,6,absorb
252,70,11,quick attack
252,110,16,pursuit
252,80,21,screech
252,50,26,mega drain
252,60,31,agility
252,20,36,slam
252,90,41,detect
252,100,46,giga drain
253,10,1,pound
253,30,1,leer
253,40,1,absorb
253,70,1,quick attack
253,50,6,absorb
253,80,11,quick attack
253,120,16,fury cutter
253,130,17,pursuit
253,90,23,screech
253,140,29,leaf blade
253,60,35,agility
253,20,41,slam
253,100,47,detect
253,110,53,false swipe
254,10,1,pound
254,30,1,leer
254,40,1,absorb
254,70,1,quick attack
254,50,6,absorb
254,80,11,quick attack
254,120,16,fury cutter
254,130,17,pursuit
254,90,23,screech
254,140,29,leaf blade
254,60,35,agility
254,20,43,slam
254,100,51,detect
254,110,59,false swipe
255,10,1,scratch
255,30,1,growl
255,90,7,focus energy
255,40,10,ember
255,60,16,peck
255,20,19,sand attack
255,70,25,fire spin
255,80,28,quick attack
255,110,34,slash
255,100,37,mirror move
255,50,43,flamethrower
256,10,1,scratch
256,40,1,growl
256,50,1,ember
256,90,1,focus energy
256,100,7,focus energy
256,60,13,ember
256,20,16,double kick
256,70,17,peck
256,30,21,sand attack
256,140,28,bulk up
256,80,32,quick attack
256,120,39,slash
256,110,43,mirror move
256,130,50,sky uppercut
257,10,1,fire punch
257,20,1,scratch
257,50,1,growl
257,60,1,ember
257,100,1,focus energy
257,110,7,focus energy
257,70,13,ember
257,30,16,double kick
257,80,17,peck
257,40,21,sand attack
257,160,28,bulk up
257,90,32,quick attack
257,140,36,blaze kick
257,130,42,slash
257,120,49,mirror move
257,150,59,sky uppercut
258,10,1,tackle
258,30,1,growl
258,80,6,mud slap
258,40,10,water gun
258,60,15,bide
258,90,19,foresight
258,120,24,mud sport
258,20,28,take down
258,100,33,whirlpool
258,70,37,protect
258,50,42,hydro pump
258,110,46,endeavor
259,10,1,tackle
259,30,1,growl
259,40,1,water gun
259,90,1,mud slap
259,100,6,mud slap
259,50,10,water gun
259,70,15,bide
259,150,16,mud shot
259,110,20,foresight
259,130,25,mud sport
259,20,31,take down
259,140,37,muddy water
259,80,42,protect
259,60,46,earthquake
259,120,53,endeavor
260,10,1,tackle
260,30,1,growl
260,40,1,water gun
260,90,1,mud slap
260,100,6,mud slap
260,50,10,water gun
260,70,15,bide
260,150,16,mud shot
260,110,20,foresight
260,130,25,mud sport
260,20,31,take down
260,140,39,muddy water
260,80,46,protect
260,60,52,earthquake
260,120,61,endeavor
261,20,1,tackle
261,120,5,howl
261,10,9,sand attack
261,40,13,bite
261,110,17,odor sleuth
261,50,21,roar
261,80,25,swagger
261,70,29,scary face
261,30,33,take down
261,100,37,taunt
261,90,41,crunch
261,60,45,thief
262,10,1,sand attack
262,30,1,tackle
262,50,1,bite
262,140,1,howl
262,150,5,howl
262,20,9,sand attack
262,60,13,bite
262,130,17,odor sleuth
262,70,22,roar
262,100,27,swagger
262,90,32,scary face
262,40,37,take down
262,120,42,taunt
262,110,47,crunch
262,80,52,thief
263,30,1,tackle
263,60,1,growl
263,40,5,tail whip
263,20,9,headbutt
263,10,13,sand attack
263,110,17,odor sleuth
263,100,21,mud sport
263,50,25,pin missile
263,120,29,covet
263,80,33,flail
263,70,37,rest
263,90,41,belly drum
264,20,1,headbutt
264,40,1,tackle
264,50,1,tail whip
264,70,1,growl
264,60,5,tail whip
264,30,9,headbutt
264,10,13,sand attack
264,130,17,odor sleuth
264,120,23,mud sport
264,80,29,fury swipes
264,140,35,covet
264,100,41,slash
264,90,47,rest
264,110,53,belly drum
265,10,1,tackle
265,30,1,string shot
265,20,5,poison sting
266,10,1,harden
266,20,7,harden
267,30,1,absorb
267,40,10,absorb
267,10,13,gust
267,60,17,stun spore
267,90,20,morning sun
267,50,24,mega drain
267,20,27,whirlwind
267,80,31,attract
267,100,34,silver wind
267,70,38,giga drain
268,10,1,harden
268,20,7,harden
269,50,1,confusion
269,60,10,confusion
269,10,13,gust
269,80,17,protect
269,90,20,moonlight
269,30,24,psybeam
269,20,27,whirlwind
269,70,31,light screen
269,100,34,silver wind
269,40,38,toxic
270,70,1,astonish
270,10,3,growl
270,30,7,absorb
270,60,13,nature power
270,20,21,mist
