location_id,pokemon_id,method,rate,min_level,max_level,postgame_only
seafoam_islands_1f,54,くさむら,10%,31,31,false
seafoam_islands_1f,54,くさむら,4%,33,33,false
seafoam_islands_1f,54,くさむら,1%,26,26,false
seafoam_islands_b1f,54,くさむら,20%,29,29,false
seafoam_islands_b1f,54,くさむら,20%,31,31,false
seafoam_islands_b2f,54,くさむら,20%,30,30,false
seafoam_islands_b2f,54,くさむら,20%,32,32,false
seafoam_islands_b3f,54,くさむら,10%,32,32,false
seafoam_islands_b3f,54,くさむら,10%,30,30,false
seafoam_islands_b3f,54,すごいつりざお,4%,15,25,false
seafoam_islands_b3f,54,なみのり,4%,30,40,false
seafoam_islands_b4f,54,くさむら,10%,32,32,false
seafoam_islands_b4f,54,すごいつりざお,4%,15,25,false
seafoam_islands_b4f,54,なみのり,4%,30,40,false
kanto_route_12_area,54,すごいつりざお,1%,25,35,false
kanto_sea_route_19_area,54,すごいつりざお,1%,25,35,false
kanto_sea_route_20_area,54,すごいつりざお,1%,25,35,false
cinnabar_island_area,54,すごいつりざお,1%,25,35,false
viridian_city_area,54,すごいつりざお,4%,15,25,false
viridian_city_area,54,すごいつりざお,1%,25,35,false
viridian_city_area,54,なみのり,60%,20,25,false
viridian_city_area,54,なみのり,30%,20,25,false
viridian_city_area,54,なみのり,5%,25,30,false
viridian_city_area,54,なみのり,4%,30,35,false
viridian_city_area,54,なみのり,1%,35,40,false
cerulean_city_area,54,すごいつりざお,1%,25,35,false
vermilion_city_area,54,すごいつりざお,1%,25,35,false
celadon_city_area,54,なみのり,60%,5,10,false
celadon_city_area,54,なみのり,30%,10,20,false
celadon_city_area,54,なみのり,5%,20,30,false
celadon_city_area,54,なみのり,4%,30,40,false
fuchsia_city_area,54,すごいつりざお,4%,15,25,false
fuchsia_city_area,54,すごいつりざお,1%,25,35,false
fuchsia_city_area,54,なみのり,60%,20,25,false
fuchsia_city_area,54,なみのり,30%,20,25,false
fuchsia_city_area,54,なみのり,5%,25,30,false
fuchsia_city_area,54,なみのり,4%,30,35,false
fuchsia_city_area,54,なみのり,1%,35,40,false
pallet_town_area,54,すごいつりざお,1%,25,35,false
kanto_route_4_area,54,すごいつりざお,1%,25,35,false
kanto_route_6_area,54,すごいつりざお,4%,15,25,false
kanto_route_6_area,54,すごいつりざお,1%,25,35,false
kanto_route_6_area,54,なみのり,60%,20,25,false
kanto_route_6_area,54,なみのり,30%,20,25,false
kanto_route_6_area,54,なみのり,5%,25,30,false
kanto_route_6_area,54,なみのり,4%,30,35,false
kanto_route_6_area,54,なみのり,1%,35,40,false
kanto_route_10_area,54,すごいつりざお,1%,25,35,false
kanto_route_11_area,54,すごいつりざお,1%,25,35,false
kanto_route_13_area,54,すごいつりざお,1%,25,35,false
kanto_sea_route_21_area,54,すごいつりざお,1%,25,35,false
kanto_route_22_area,54,すごいつりざお,4%,15,25,false
kanto_route_22_area,54,すごいつりざお,1%,25,35,false
kanto_route_22_area,54,なみのり,60%,20,25,false
kanto_route_22_area,54,なみのり,30%,20,25,false
kanto_route_22_area,54,なみのり,5%,25,30,false
kanto_route_22_area,54,なみのり,4%,30,35,false
kanto_route_22_area,54,なみのり,1%,35,40,false
kanto_route_24_area,54,すごいつりざお,1%,25,35,false
kanto_route_25_area,54,すごいつりざお,4%,15,25,false
kanto_route_25_area,54,すごいつりざお,1%,25,35,false
kanto_route_25_area,54,なみのり,60%,20,25,false
kanto_route_25_area,54,なみのり,30%,20,25,false
kanto_route_25_area,54,なみのり,5%,25,30,false
kanto_route_25_area,54,なみのり,4%,30,35,false
kanto_route_25_area,54,なみのり,1%,35,40,false
cerulean_cave_1f,54,すごいつりざお,4%,15,25,false
cerulean_cave_1f,54,すごいつりざお,1%,25,35,false
cerulean_cave_1f,54,なみのり,60%,30,40,false
cerulean_cave_1f,54,なみのり,4%,40,50,false
cerulean_cave_1f,54,なみのり,1%,40,50,false
cerulean_cave_b1f,54,すごいつりざお,4%,15,25,false
cerulean_cave_b1f,54,なみのり,60%,40,50,false
cerulean_cave_b1f,54,なみのり,4%,50,60,false
cerulean_cave_b1f,54,なみのり,1%,50,60,false
kanto_route_23_area,54,すごいつりざお,4%,15,25,false
kanto_route_23_area,54,すごいつりざお,1%,25,35,false
kanto_route_23_area,54,なみのり,60%,20,25,false
kanto_route_23_area,54,なみのり,30%,20,25,false
kanto_route_23_area,54,なみのり,5%,25,30,false
kanto_route_23_area,54,なみのり,4%,30,35,false
kanto_route_23_area,54,なみのり,1%,35,40,false
kanto_safari_zone_middle,54,すごいつりざお,4%,15,35,false
kanto_safari_zone_middle,54,なみのり,60%,20,25,false
kanto_safari_zone_middle,54,なみのり,30%,20,25,false
kanto_safari_zone_middle,54,なみのり,5%,25,30,false
kanto_safari_zone_middle,54,なみのり,4%,30,35,false
kanto_safari_zone_middle,54,なみのり,1%,35,40,false
kanto_safari_zone_area_1_east,54,すごいつりざお,4%,15,35,false
kanto_safari_zone_area_1_east,54,なみのり,60%,20,25,false
kanto_safari_zone_area_1_east,54,なみのり,30%,20,25,false
kanto_safari_zone_area_1_east,54,なみのり,5%,25,30,false
kanto_safari_zone_area_1_east,54,なみのり,4%,30,35,false
kanto_safari_zone_area_1_east,54,なみのり,1%,35,40,false
kanto_safari_zone_area_2_north,54,すごいつりざお,4%,15,35,false
kanto_safari_zone_area_2_north,54,なみのり,60%,20,25,false
kanto_safari_zone_area_2_north,54,なみのり,30%,20,25,false
kanto_safari_zone_area_2_north,54,なみのり,5%,25,30,false
kanto_safari_zone_area_2_north,54,なみのり,4%,30,35,false
kanto_safari_zone_area_2_north,54,なみのり,1%,35,40,false
kanto_safari_zone_area_3_west,54,すごいつりざお,4%,15,35,false
kanto_safari_zone_area_3_west,54,なみのり,60%,20,25,false
kanto_safari_zone_area_3_west,54,なみのり,30%,20,25,false
kanto_safari_zone_area_3_west,54,なみのり,5%,25,30,false
kanto_safari_zone_area_3_west,54,なみのり,4%,30,35,false
kanto_safari_zone_area_3_west,54,なみのり,1%,35,40,false
ss_anne_area,54,すごいつりざお,1%,25,35,false
berry_forest_area,54,くさむら,5%,31,31,false
berry_forest_area,54,すごいつりざお,4%,15,25,false
berry_forest_area,54,すごいつりざお,1%,25,35,false
berry_forest_area,54,なみのり,60%,5,20,false
berry_forest_area,54,なみのり,30%,20,35,false
berry_forest_area,54,なみのり,5%,35,40,false
icefall_cave_entrance,54,くさむら,5%,41,41,false
icefall_cave_entrance,54,すごいつりざお,4%,15,25,false
icefall_cave_entrance,54,すごいつりざお,1%,25,35,false
icefall_cave_entrance,54,なみのり,30%,5,35,false
icefall_cave_waterfall,54,くさむら,5%,41,41,false
icefall_cave_waterfall,54,すごいつりざお,1%,25,35,false
kindle_road_area,54,くさむら,5%,34,34,false
kindle_road_area,54,すごいつりざお,1%,25,35,false
treasure_beach_area,54,くさむら,5%,31,31,false
treasure_beach_area,54,すごいつりざお,1%,25,35,false
cape_brink_area,54,くさむら,5%,31,31,false
cape_brink_area,54,すごいつりざお,4%,15,25,false
cape_brink_area,54,すごいつりざお,1%,25,35,false
cape_brink_area,54,なみのり,60%,5,20,false
cape_brink_area,54,なみのり,30%,20,35,false
cape_brink_area,54,なみのり,5%,35,40,false
bond_bridge_area,54,くさむら,5%,31,31,false
bond_bridge_area,54,すごいつりざお,1%,25,35,false
resort_gorgeous_area,54,すごいつりざお,1%,25,35,false
water_labyrinth_area,54,すごいつりざお,1%,25,35,false
five_isle_meadow_area,54,くさむら,5%,41,41,false
five_isle_meadow_area,54,すごいつりざお,1%,25,35,false
memorial_pillar_area,54,すごいつりざお,1%,25,35,false
outcast_island_area,54,すごいつりざお,1%,25,35,false
green_path_area,54,すごいつりざお,1%,25,35,false
water_path_area,54,くさむら,5%,41,41,false
water_path_area,54,すごいつりざお,1%,25,35,false
ruin_valley_area,54,くさむら,5%,41,41,false
ruin_valley_area,54,すごいつりざお,4%,15,25,false
ruin_valley_area,54,すごいつりざお,1%,25,35,false
trainer_tower_area,54,すごいつりざお,1%,25,35,false
canyon_entrance_area,54,くさむら,5%,41,41,false
tanoby_ruins_area,54,すごいつりざお,1%,25,35,false
one_island_area,54,すごいつりざお,1%,25,35,false
four_island_area,54,すごいつりざお,4%,15,25,false
four_island_area,54,すごいつりざお,1%,25,35,false
four_island_area,54,なみのり,30%,5,35,false
five_island_area,54,すごいつりざお,1%,25,35,false
seafoam_islands_b1f,55,くさむら,4%,33,33,false
seafoam_islands_b1f,55,くさむら,1%,35,35,false
seafoam_islands_b2f,55,くさむら,5%,34,34,false
seafoam_islands_b2f,55,くさむら,4%,32,32,false
seafoam_islands_b2f,55,くさむら,1%,32,32,false
seafoam_islands_b3f,55,くさむら,10%,32,32,false
seafoam_islands_b3f,55,くさむら,5%,34,34,false
seafoam_islands_b3f,55,なみのり,1%,35,40,false
seafoam_islands_b4f,55,くさむら,10%,32,32,false
seafoam_islands_b4f,55,くさむら,5%,34,34,false
seafoam_islands_b4f,55,なみのり,1%,35,40,false
cerulean_cave_1f,55,なみのり,30%,40,50,false
cerulean_cave_1f,55,なみのり,5%,45,55,false
cerulean_cave_b1f,55,なみのり,30%,50,60,false
cerulean_cave_b1f,55,なみのり,5%,55,65,false
berry_forest_area,55,なみのり,4%,35,40,false
berry_forest_area,55,なみのり,1%,35,40,false
cape_brink_area,55,くさむら,4%,37,37,false
cape_brink_area,55,くさむら,1%,40,40,false
cape_brink_area,55,なみのり,4%,35,40,false
cape_brink_area,55,なみのり,1%,35,40,false
rock_tunnel_1f,56,くさむら,10%,16,16,false
rock_tunnel_1f,56,くさむら,5%,17,17,false
rock_tunnel_b1f,56,くさむら,10%,17,17,false
rock_tunnel_b1f,56,くさむら,5%,16,16,false
kanto_route_3_area,56,くさむら,10%,7,7,false
kanto_route_4_area,56,くさむら,4%,10,10,false
kanto_route_4_area,56,くさむら,1%,12,12,false
kanto_route_22_area,56,くさむら,20%,3,3,false
kanto_route_22_area,56,くさむら,10%,4,4,false
kanto_route_22_area,56,くさむら,10%,2,2,false
kanto_route_22_area,56,くさむら,4%,5,5,false
kanto_route_22_area,56,くさむら,1%,5,5,false
kanto_route_23_area,56,くさむら,20%,32,32,false
kanto_route_23_area,56,くさむら,10%,34,34,false
cerulean_cave_1f,57,くさむら,10%,52,52,false
cerulean_cave_1f,57,くさむら,1%,61,61,false
kanto_route_23_area,57,くさむら,5%,42,42,false
kanto_victory_road_2_2f,57,くさむら,10%,42,42,false
kanto_route_7_area,58,くさむら,5%,18,18,false
kanto_route_7_area,58,くさむら,5%,20,20,false
kanto_route_8_area,58,くさむら,10%,16,16,false
kanto_route_8_area,58,くさむら,5%,17,17,false
kanto_route_8_area,58,くさむら,4%,15,15,false
kanto_route_8_area,58,くさむら,1%,18,18,false
pokemon_mansion_1f,58,くさむら,10%,30,30,false
pokemon_mansion_1f,58,くさむら,4%,32,32,false
pokemon_mansion_1f,58,くさむら,1%,32,32,false
pokemon_mansion_2f,58,くさむら,10%,30,30,false
pokemon_mansion_2f,58,くさむら,4%,32,32,false
pokemon_mansion_2f,58,くさむら,1%,32,32,false
pokemon_mansion_3f,58,くさむら,10%,30,30,false
pokemon_mansion_3f,58,くさむら,4%,32,32,false
pokemon_mansion_3f,58,くさむら,1%,32,32,false
pokemon_mansion_b1f,58,くさむら,10%,30,30,false
pokemon_mansion_b1f,58,くさむら,4%,32,32,false
pokemon_mansion_b1f,58,くさむら,1%,32,32,false
viridian_city_area,60,いいつりざお,60%,5,15,false
viridian_city_area,60,すごいつりざお,40%,15,25,false
fuchsia_city_area,60,いいつりざお,20%,5,15,false
kanto_route_6_area,60,いいつりざお,60%,5,15,false
kanto_route_6_area,60,すごいつりざお,40%,15,25,false
kanto_route_22_area,60,いいつりざお,60%,5,15,false
kanto_route_22_area,60,すごいつりざお,40%,15,25,false
kanto_route_25_area,60,いいつりざお,60%,5,15,false
kanto_route_25_area,60,すごいつりざお,40%,15,25,false
cerulean_cave_1f,60,いいつりざお,60%,5,15,false
cerulean_cave_1f,60,すごいつりざお,40%,15,25,false
cerulean_cave_b1f,60,いいつりざお,60%,5,15,false
cerulean_cave_b1f,60,すごいつりざお,40%,15,25,false
kanto_route_23_area,60,いいつりざお,60%,5,15,false
kanto_route_23_area,60,すごいつりざお,40%,15,25,false
kanto_safari_zone_middle,60,いいつりざお,20%,5,15,false
kanto_safari_zone_area_1_east,60,いいつりざお,20%,5,15,false
kanto_safari_zone_area_2_north,60,いいつりざお,20%,5,15,false
kanto_safari_zone_area_3_west,60,いいつりざお,20%,5,15,false
berry_forest_area,60,いいつりざお,20%,5,15,false
icefall_cave_entrance,60,いいつりざお,60%,5,15,false
icefall_cave_entrance,60,すごいつりざお,40%,15,25,false
cape_brink_area,60,いいつりざお,60%,5,15,false
cape_brink_area,60,すごいつりざお,40%,15,25,false
ruin_valley_area,60,いいつりざお,60%,5,15,false
ruin_valley_area,60,すごいつりざお,40%,15,25,false
four_island_area,60,いいつりざお,60%,5,15,false
four_island_area,60,すごいつりざお,40%,15,25,false
viridian_city_area,61,すごいつりざお,40%,20,30,false
kanto_route_6_area,61,すごいつりざお,40%,20,30,false
kanto_route_22_area,61,すごいつりざお,40%,20,30,false
kanto_route_25_area,61,すごいつりざお,40%,20,30,false
cerulean_cave_1f,61,すごいつりざお,40%,20,30,false
cerulean_cave_b1f,61,すごいつりざお,40%,20,30,false
kanto_route_23_area,61,すごいつりざお,40%,20,30,false
icefall_cave_entrance,61,すごいつりざお,40%,20,30,false
cape_brink_area,61,すごいつりざお,40%,20,30,false
ruin_valley_area,61,すごいつりざお,40%,20,30,false
four_island_area,61,すごいつりざお,40%,20,30,false
kanto_route_24_area,63,くさむら,10%,10,10,false
kanto_route_24_area,63,くさむら,4%,8,8,false
kanto_route_24_area,63,くさむら,1%,12,12,false
kanto_route_25_area,63,くさむら,10%,11,11,false
kanto_route_25_area,63,くさむら,4%,9,9,false
kanto_route_25_area,63,くさむら,1%,13,13,false
celadon_city_prize_corner,63,もらう,100%,9,9,false
cerulean_cave_2f,64,くさむら,10%,55,55,false
cerulean_cave_2f,64,くさむら,1%,64,64,false
cerulean_cave_b1f,64,くさむら,20%,58,58,false
cerulean_cave_b1f,64,くさむら,5%,67,67,false
rock_tunnel_1f,66,くさむら,10%,16,16,false
rock_tunnel_1f,66,くさむら,5%,17,17,false
rock_tunnel_b1f,66,くさむら,10%,17,17,false
kanto_victory_road_2_1f,66,くさむら,20%,32,32,false
kanto_victory_road_2_2f,66,くさむら,20%,34,34,false
kanto_victory_road_2_3f,66,くさむら,20%,32,32,false
mt_ember_area,66,くさむら,10%,35,35,false
mt_ember_cave,66,くさむら,20%,35,35,false
mt_ember_cave,66,くさむら,10%,31,31,false
mt_ember_cave,66,くさむら,10%,33,33,false
mt_ember_cave,66,くさむら,5%,37,37,false
mt_ember_cave,66,くさむら,4%,39,39,false
mt_ember_cave,66,くさむら,1%,39,39,false
mt_ember_inside,66,くさむら,20%,36,36,false
mt_ember_inside,66,くさむら,10%,32,32,false
mt_ember_inside,66,くさむら,10%,34,34,false
mt_ember_1f_cave_behind_team_rocket,66,くさむら,20%,38,38,false
mt_ember_1f_cave_behind_team_rocket,66,くさむら,10%,34,34,false
mt_ember_1f_cave_behind_team_rocket,66,くさむら,10%,36,36,false
cerulean_cave_1f,67,くさむら,10%,46,46,false
cerulean_cave_2f,67,くさむら,20%,49,49,false
cerulean_cave_b1f,67,くさむら,10%,52,52,false
kanto_victory_road_2_1f,67,くさむら,4%,44,44,false
kanto_victory_road_2_1f,67,くさむら,1%,46,46,false
kanto_victory_road_2_2f,67,くさむら,4%,46,46,false
kanto_victory_road_2_2f,67,くさむら,1%,48,48,false
kanto_victory_road_2_3f,67,くさむら,4%,44,44,false
kanto_victory_road_2_3f,67,くさむら,1%,46,46,false
mt_ember_inside,67,くさむら,5%,38,38,false
mt_ember_inside,67,くさむら,5%,38,38,false
mt_ember_inside,67,くさむら,4%,40,40,false
mt_ember_inside,67,くさむら,4%,40,40,false
mt_ember_inside,67,くさむら,1%,40,40,false
mt_ember_inside,67,くさむら,1%,40,40,false
mt_ember_1f_cave_behind_team_rocket,67,くさむら,5%,40,40,false
mt_ember_1f_cave_behind_team_rocket,67,くさむら,4%,42,42,false
mt_ember_1f_cave_behind_team_rocket,67,くさむら,1%,42,42,false
kanto_route_12_area,72,なみのり,60%,5,10,false
kanto_route_12_area,72,なみのり,30%,10,20,false
kanto_route_12_area,72,なみのり,5%,20,30,false
kanto_route_12_area,72,なみのり,4%,30,35,false
kanto_route_12_area,72,なみのり,1%,35,40,false
kanto_sea_route_19_area,72,なみのり,60%,5,10,false
kanto_sea_route_19_area,72,なみのり,30%,10,20,false
kanto_sea_route_19_area,72,なみのり,5%,20,30,false
kanto_sea_route_19_area,72,なみのり,4%,30,35,false
kanto_sea_route_19_area,72,なみのり,1%,35,40,false
kanto_sea_route_20_area,72,なみのり,60%,5,10,false
kanto_sea_route_20_area,72,なみのり,30%,10,20,false
kanto_sea_route_20_area,72,なみのり,5%,20,30,false
kanto_sea_route_20_area,72,なみのり,4%,30,35,false
kanto_sea_route_20_area,72,なみのり,1%,35,40,false
cinnabar_island_area,72,なみのり,60%,5,10,false
cinnabar_island_area,72,なみのり,30%,10,20,false
cinnabar_island_area,72,なみのり,5%,20,30,false
cinnabar_island_area,72,なみのり,4%,30,35,false
cinnabar_island_area,72,なみのり,1%,35,40,false
cerulean_city_area,72,なみのり,60%,5,10,false
cerulean_city_area,72,なみのり,30%,10,20,false
cerulean_city_area,72,なみのり,5%,20,30,false
cerulean_city_area,72,なみのり,4%,30,35,false
cerulean_city_area,72,なみのり,1%,35,40,false
vermilion_city_area,72,なみのり,60%,5,10,false
vermilion_city_area,72,なみのり,30%,10,20,false
vermilion_city_area,72,なみのり,5%,20,30,false
vermilion_city_area,72,なみのり,4%,30,35,false
vermilion_city_area,72,なみのり,1%,35,40,false
pallet_town_area,72,なみのり,60%,5,10,false
pallet_town_area,72,なみのり,30%,10,20,false
pallet_town_area,72,なみのり,5%,20,30,false
pallet_town_area,72,なみのり,4%,30,35,false
pallet_town_area,72,なみのり,1%,35,40,false
kanto_route_4_area,72,なみのり,60%,5,10,false
kanto_route_4_area,72,なみのり,30%,10,20,false
kanto_route_4_area,72,なみのり,5%,20,30,false
kanto_route_4_area,72,なみのり,4%,30,35,false
kanto_route_4_area,72,なみのり,1%,35,40,false
kanto_route_10_area,72,なみのり,60%,5,10,false
kanto_route_10_area,72,なみのり,30%,10,20,false
kanto_route_10_area,72,なみのり,5%,20,30,false
kanto_route_10_area,72,なみのり,4%,30,35,false
kanto_route_10_area,72,なみのり,1%,35,40,false
kanto_route_11_area,72,なみのり,60%,5,10,false
kanto_route_11_area,72,なみのり,30%,10,20,false
kanto_route_11_area,72,なみのり,5%,20,30,false
kanto_route_11_area,72,なみのり,4%,30,35,false
kanto_route_11_area,72,なみのり,1%,35,40,false
kanto_route_13_area,72,なみのり,60%,5,10,false
kanto_route_13_area,72,なみのり,30%,10,20,false
kanto_route_13_area,72,なみのり,5%,20,30,false
kanto_route_13_area,72,なみのり,4%,30,35,false
kanto_route_13_area,72,なみのり,1%,35,40,false
kanto_sea_route_21_area,72,なみのり,60%,5,10,false
kanto_sea_route_21_area,72,なみのり,30%,10,20,false
kanto_sea_route_21_area,72,なみのり,5%,20,30,false
kanto_sea_route_21_area,72,なみのり,4%,30,35,false
kanto_sea_route_21_area,72,なみのり,1%,35,40,false
kanto_route_24_area,72,なみのり,60%,5,10,false
kanto_route_24_area,72,なみのり,30%,10,20,false
kanto_route_24_area,72,なみのり,5%,20,30,false
kanto_route_24_area,72,なみのり,4%,30,35,false
kanto_route_24_area,72,なみのり,1%,35,40,false
ss_anne_area,72,なみのり,60%,5,10,false
ss_anne_area,72,なみのり,30%,10,20,false
ss_anne_area,72,なみのり,5%,20,30,false
ss_anne_area,72,なみのり,4%,30,35,false
ss_anne_area,72,なみのり,1%,35,40,false
icefall_cave_waterfall,72,なみのり,60%,5,20,false
icefall_cave_waterfall,72,なみのり,30%,20,35,false
icefall_cave_waterfall,72,なみのり,5%,35,45,false
kindle_road_area,72,なみのり,60%,5,20,false
kindle_road_area,72,なみのり,30%,20,35,false
kindle_road_area,72,なみのり,5%,35,40,false
treasure_beach_area,72,なみのり,60%,5,20,false
treasure_beach_area,72,なみのり,30%,20,35,false
treasure_beach_area,72,なみのり,5%,35,40,false
bond_bridge_area,72,なみのり,60%,5,20,false
bond_bridge_area,72,なみのり,30%,20,35,false
bond_bridge_area,72,なみのり,5%,35,40,false
resort_gorgeous_area,72,なみのり,60%,5,35,false
resort_gorgeous_area,72,なみのり,5%,35,40,false
water_labyrinth_area,72,なみのり,60%,5,20,false
water_labyrinth_area,72,なみのり,5%,35,40,false
five_isle_meadow_area,72,なみのり,60%,5,35,false
five_isle_meadow_area,72,なみのり,5%,35,40,false
memorial_pillar_area,72,なみのり,60%,5,35,false
memorial_pillar_area,72,なみのり,5%,35,40,false
outcast_island_area,72,なみのり,60%,5,20,false
outcast_island_area,72,なみのり,30%,20,35,false
outcast_island_area,72,なみのり,5%,35,40,false
green_path_area,72,なみのり,60%,5,20,false
green_path_area,72,なみのり,30%,20,35,false
green_path_area,72,なみのり,5%,35,40,false
water_path_area,72,なみのり,60%,5,20,false
water_path_area,72,なみのり,30%,20,35,false
water_path_area,72,なみのり,5%,35,40,false
trainer_tower_area,72,なみのり,60%,5,20,false
trainer_tower_area,72,なみのり,30%,20,35,false
trainer_tower_area,72,なみのり,5%,35,40,false
tanoby_ruins_area,72,なみのり,60%,5,20,false
tanoby_ruins_area,72,なみのり,30%,20,35,false
tanoby_ruins_area,72,なみのり,5%,35,40,false
one_island_area,72,なみのり,60%,5,20,false
one_island_area,72,なみのり,30%,20,35,false
one_island_area,72,なみのり,5%,35,40,false
five_island_area,72,なみのり,60%,5,35,false
five_island_area,72,なみのり,5%,35,40,false
icefall_cave_waterfall,73,なみのり,4%,35,45,false
kindle_road_area,73,なみのり,4%,35,40,false
kindle_road_area,73,なみのり,1%,35,40,false
treasure_beach_area,73,なみのり,4%,35,40,false
treasure_beach_area,73,なみのり,1%,35,40,false
bond_bridge_area,73,なみのり,4%,35,40,false
bond_bridge_area,73,なみのり,1%,35,40,false
resort_gorgeous_area,73,なみのり,4%,35,40,false
resort_gorgeous_area,73,なみのり,1%,35,40,false
water_labyrinth_area,73,なみのり,4%,35,40,false
water_labyrinth_area,73,なみのり,1%,35,40,false
five_isle_meadow_area,73,なみのり,4%,35,40,false
five_isle_meadow_area,73,なみのり,1%,35,40,false
memorial_pillar_area,73,なみのり,4%,35,40,false
memorial_pillar_area,73,なみのり,1%,35,40,false
outcast_island_area,73,なみのり,4%,35,40,false
outcast_island_area,73,なみのり,1%,35,40,false
green_path_area,73,なみのり,4%,35,40,false
green_path_area,73,なみのり,1%,35,40,false
water_path_area,73,なみのり,4%,35,40,false
water_path_area,73,なみのり,1%,35,40,false
trainer_tower_area,73,なみのり,4%,35,40,false
trainer_tower_area,73,なみのり,1%,35,40,false
tanoby_ruins_area,73,なみのり,4%,35,40,false
tanoby_ruins_area,73,なみのり,1%,35,40,false
one_island_area,73,なみのり,4%,35,40,false
one_island_area,73,なみのり,1%,35,40,false
five_island_area,73,なみのり,4%,35,40,false
five_island_area,73,なみのり,1%,35,40,false
mt_moon_1f,74,くさむら,10%,7,7,false
mt_moon_1f,74,くさむら,10%,8,8,false
mt_moon_1f,74,くさむら,5%,9,9,false
rock_tunnel_1f,74,くさむら,20%,16,16,false
rock_tunnel_1f,74,くさむら,10%,17,17,false
rock_tunnel_1f,74,くさむら,4%,15,15,false
rock_tunnel_1f,74,くさむら,1%,15,15,false
rock_tunnel_b1f,74,くさむら,20%,17,17,false
rock_tunnel_b1f,74,くさむら,10%,16,16,false
rock_tunnel_b1f,74,くさむら,4%,15,15,false
rock_tunnel_b1f,74,くさむら,1%,15,15,false
rock_tunnel_b1f,74,rock-smash,60%,5,20,false
rock_tunnel_b1f,74,rock-smash,30%,10,20,false
rock_tunnel_b1f,74,rock-smash,5%,15,30,false
cerulean_cave_1f,74,rock-smash,60%,30,40,false
cerulean_cave_1f,74,rock-smash,4%,40,50,false
cerulean_cave_1f,74,rock-smash,1%,40,50,false
cerulean_cave_2f,74,rock-smash,60%,35,45,false
cerulean_cave_2f,74,rock-smash,4%,45,55,false
cerulean_cave_2f,74,rock-smash,1%,45,55,false
cerulean_cave_b1f,74,rock-smash,60%,40,50,false
cerulean_cave_b1f,74,rock-smash,4%,50,60,false
cerulean_cave_b1f,74,rock-smash,1%,50,60,false
mt_moon_b2f,74,くさむら,20%,9,9,false
mt_moon_b2f,74,くさむら,10%,10,10,false
kanto_victory_road_2_1f,74,くさむら,20%,32,32,false
kanto_victory_road_2_2f,74,くさむら,20%,34,34,false
kanto_victory_road_2_3f,74,くさむら,20%,32,32,false
mt_ember_area,74,くさむら,10%,33,33,false
mt_ember_area,74,rock-smash,60%,5,20,false
mt_ember_area,74,rock-smash,30%,10,20,false
mt_ember_area,74,rock-smash,5%,15,30,false
mt_ember_cave,74,くさむら,20%,33,33,false
mt_ember_cave,74,くさむら,10%,29,29,false
mt_ember_cave,74,くさむら,10%,31,31,false
mt_ember_cave,74,くさむら,5%,35,35,false
mt_ember_cave,74,くさむら,4%,37,37,false
mt_ember_cave,74,くさむら,1%,37,37,false
mt_ember_inside,74,くさむら,20%,34,34,false
mt_ember_inside,74,くさむら,10%,30,30,false
mt_ember_inside,74,くさむら,10%,32,32,false
mt_ember_inside,74,rock-smash,60%,5,20,false
mt_ember_inside,74,rock-smash,30%,10,20,false
mt_ember_inside,74,rock-smash,5%,15,30,false
mt_ember_1f_cave_behind_team_rocket,74,くさむら,20%,36,36,false
mt_ember_1f_cave_behind_team_rocket,74,くさむら,10%,32,32,false
mt_ember_1f_cave_behind_team_rocket,74,くさむら,10%,34,34,false
mt_ember_1f_cave_behind_team_rocket,74,くさむら,5%,38,38,false
mt_ember_1f_cave_behind_team_rocket,74,くさむら,4%,40,40,false
mt_ember_1f_cave_behind_team_rocket,74,くさむら,1%,40,40,false
mt_ember_1f_cave_behind_team_rocket,74,rock-smash,60%,25,35,false
mt_ember_1f_cave_behind_team_rocket,74,rock-smash,4%,30,40,false
mt_ember_1f_cave_behind_team_rocket,74,rock-smash,1%,30,40,false
mt_ember_b1f,74,くさむら,20%,38,38,false
mt_ember_b1f,74,くさむら,20%,36,36,false
mt_ember_b1f,74,くさむら,10%,34,34,false
mt_ember_b1f,74,くさむら,10%,40,40,false
mt_ember_b1f,74,くさむら,5%,42,42,false
mt_ember_b1f,74,くさむら,4%,42,42,false
mt_ember_b1f,74,くさむら,1%,42,42,false
mt_ember_b1f,74,rock-smash,60%,25,35,false
mt_ember_b1f,74,rock-smash,4%,30,40,false
mt_ember_b1f,74,rock-smash,1%,30,40,false
mt_ember_b2f,74,くさむら,20%,40,40,false
mt_ember_b2f,74,くさむら,10%,42,42,false
mt_ember_b2f,74,くさむら,5%,44,44,false
mt_ember_b2f,74,くさむら,4%,44,44,false
mt_ember_b2f,74,くさむら,1%,44,44,false
mt_ember_b2f,74,rock-smash,60%,25,35,false
mt_ember_b2f,74,rock-smash,4%,30,40,false
mt_ember_b2f,74,rock-smash,1%,30,40,false
kindle_road_area,74,くさむら,10%,31,31,false
kindle_road_area,74,rock-smash,60%,5,20,false
kindle_road_area,74,rock-smash,30%,10,20,false
kindle_road_area,74,rock-smash,5%,15,30,false
sevault_canyon_area,74,くさむら,20%,46,46,false
sevault_canyon_area,74,rock-smash,60%,25,35,false
sevault_canyon_area,74,rock-smash,4%,30,40,false
sevault_canyon_area,74,rock-smash,1%,30,40,false
mt_ember_summit,74,rock-smash,60%,5,20,false
